track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,release_date,song_age,stream_group,bpm_group,energy_group,dance_group,song_type,platform_score,hit_score,cross_platform_success,streams_log
Dandelions,Ruth B.,1,2017,4,28,3423,21,1116995633.0,41,100,59,1,32.0,117,C#,Major,61,45,69,2,0,9,3,2017-04-28,6,high,medium,mid_energy,mid_dance,other,3677.0,893596850.8000001,3523,20.833908448341862
Bones,Imagine Dragons,1,2021,3,11,4198,44,838079900.0,98,108,327,17,153.0,114,F,Minor,77,65,72,2,0,7,5,2021-03-11,2,high,medium,high_energy,high_dance,party_song,4945.0,670464344.1999999,4623,20.546624001156466
Set Fire to the Rain,Adele,1,2011,1,1,14739,43,1163620694.0,88,112,2163,5,519.0,108,D,Minor,61,47,68,0,0,13,3,2011-01-01,12,high,medium,mid_energy,mid_dance,other,17669.0,930898033.4,16990,20.87480226974858
Money Trees,"Kendrick Lamar, Jay Rock",2,2012,1,1,26792,32,1093605526.0,69,113,695,0,458.0,144,E,Minor,74,37,53,7,0,21,10,2012-01-01,11,high,fast,mid_energy,high_dance,other,28159.0,874887103.2000002,27556,20.812745897311498
Tak Segampang Itu,Anggi Marito,1,2022,12,2,213,6,179659294.0,7,6,0,0,48.0,130,F,Major,51,18,44,76,0,11,3,2022-12-02,1,low,fast,mid_energy,mid_dance,chill_song,280.0,143727457.10000002,220,19.00657280967882
LAGUNAS,"Jasiel Nuï¿½ï¿½ez, Peso P",2,2023,6,22,58,18,39058561.0,2,106,4,2,184.0,116,B,Major,77,79,62,33,1,15,3,2023-06-22,0,low,medium,mid_energy,high_dance,other,374.0,31246856.400000002,64,17.480572667578944
Mine (Taylor's Version),Taylor Swift,1,2023,7,7,99,15,36912123.0,21,52,6,1,0.0,121,G,Major,65,49,78,0,0,17,4,2023-07-07,0,low,fast,high_energy,mid_dance,other,194.0,29529709.8,126,17.424050618731165
Everybody Wants To Rule The World,Tears For Fears,1,1985,2,17,41751,25,1205951614.0,101,32,2655,0,666.0,112,G,Major,64,54,81,36,0,11,6,1985-02-17,38,high,medium,high_energy,mid_dance,other,45230.0,964765468.8000001,44507,20.910534814214394
No Role Modelz,J. Cole,1,2014,12,9,21164,36,1791000570.0,80,65,476,0,14.0,100,A#,Minor,70,47,52,30,0,6,33,2014-12-09,9,high,medium,mid_energy,mid_dance,other,21835.0,1432802576.0,21720,21.306040278841238
Tattoo,Loreen,1,2023,2,25,2988,59,201660859.0,74,102,145,18,925.0,150,D#,Minor,55,30,78,24,0,12,8,2023-02-25,0,mid,fast,high_energy,mid_dance,sad_song,4311.0,161328991.90000004,3207,19.12209793352404
Rara Vez,"Taiu, Milo j",2,2023,2,8,893,38,248088961.0,19,23,24,3,88.0,120,F,Minor,84,96,71,18,0,34,17,2023-02-08,0,mid,medium,high_energy,high_dance,party_song,1088.0,198471261.90000004,936,19.329297957547364
VAGABUNDO,"Sebastian Yatra, Manuel Turizo, Beï¿½ï",3,2023,5,12,1094,34,90839753.0,40,58,47,8,203.0,127,B,Minor,82,89,85,4,0,23,6,2023-05-12,0,low,fast,high_energy,high_dance,party_song,1484.0,72671915.20000002,1181,18.32460756713984
august,Taylor Swift,1,2020,7,24,7324,22,607123776.0,25,81,61,1,44.0,90,F,Major,51,42,61,53,0,9,3,2020-07-24,3,high,slow,mid_energy,mid_dance,other,7558.0,485699755.4,7410,20.224243244215966
LUNA,"Junior H, Peso Pluma",2,2023,6,22,201,11,55842345.0,19,117,8,1,74.0,128,A,Minor,75,79,63,33,0,15,4,2023-06-22,0,low,fast,mid_energy,high_dance,other,431.0,44673897.2,228,17.83804302842986
Miracle (with Ellie Goulding),"Calvin Harris, Ellie Goulding",2,2023,3,10,5120,48,211050784.0,161,115,246,9,638.0,143,A,Major,64,31,87,4,4,8,4,2023-03-10,0,mid,fast,high_energy,mid_dance,other,6337.0,168841144.00000003,5527,19.167609349683612
Nonsense,Sabrina Carpenter,1,2022,7,15,2346,27,342897938.0,69,12,38,8,64.0,139,G#,Major,74,68,68,3,0,26,4,2022-07-15,1,mid,fast,mid_energy,high_dance,other,2564.0,274318587.70000005,2453,19.6529434069164
Que Vuelvas,"Carin Leon, Grupo Frontera",2,2022,12,9,763,26,2762.0,21,110,21,9,71.0,162,A#,Major,49,78,64,19,0,11,4,2022-12-09,1,low,fast,mid_energy,mid_dance,other,1021.0,2288.5,805,7.924072324923417
Por las Noches,Peso Pluma,1,2021,6,11,457,24,330346424.0,8,116,4,3,2.0,92,Unknown,Major,81,39,60,31,0,7,3,2021-06-11,2,mid,medium,mid_energy,high_dance,other,614.0,264277187.3,469,19.615652434526005
Feliz Cumpleaï¿½ï¿½os Fe,Feid,1,2022,8,19,3430,38,601863821.0,45,69,52,4,3.0,95,F,Major,87,57,55,10,0,29,7,2022-08-19,1,high,medium,mid_energy,high_dance,other,3641.0,481491403.6,3527,20.215541768381588
Can't Hold Us (feat. Ray Dalton),"Ray Dalton, Ryan Lewis, Macklemore",3,2011,8,16,6074,52,1953533826.0,201,44,6551,2,0.0,146,D,Major,63,88,93,3,0,10,8,2011-08-16,12,high,fast,high_energy,mid_dance,other,12924.0,1562827673.4000003,12826,21.392905788408786
Watermelon Sugar,Harry Styles,1,2019,11,17,21915,34,2322580122.0,437,115,1212,12,0.0,95,Unknown,Major,55,56,82,12,0,34,5,2019-11-17,4,high,medium,high_energy,mid_dance,other,23725.0,1858066292.5000002,23564,21.56594452665785
lovely - Bonus Track,"Billie Eilish, Khalid",2,2017,8,11,15032,30,2355719893.0,221,96,1078,2,136.0,115,E,Minor,35,12,30,93,0,10,3,2017-08-11,6,high,medium,low_energy,low_dance,chill_song,16595.0,1884577420.6000001,16331,21.580112205175357
"Rauw Alejandro: Bzrp Music Sessions, Vol. 56","Rauw Alejandro, Bizarrap",2,2023,6,21,871,32,66902503.0,25,59,32,5,88.0,128,B,Major,78,59,65,10,0,26,5,2023-06-21,0,low,fast,mid_energy,high_dance,other,1112.0,53522092.70000001,928,18.018746953396516
Queencard,(G)I-DLE,1,2023,5,15,451,33,96273746.0,10,126,7,0,148.0,130,E,Minor,82,69,83,3,0,27,5,2023-05-15,0,low,fast,high_energy,high_dance,party_song,775.0,77019045.19999999,468,18.382706222779202
OMG,NewJeans,1,2023,1,2,1783,27,430977451.0,26,124,15,1,22.0,127,A,Minor,80,74,77,36,0,11,4,2023-01-02,0,mid,fast,high_energy,high_dance,party_song,1998.0,344782141.8,1824,19.88156633115427
Radio,Lana Del Rey,1,2011,1,1,9389,46,284819874.0,24,122,282,3,368.0,150,D,Major,42,20,86,21,0,9,9,2011-01-01,12,mid,fast,high_energy,mid_dance,sad_song,10234.0,227856842.70000002,9695,19.467367520881783
"Shakira: Bzrp Music Sessions, Vol. 53","Shakira, Bizarrap",2,2023,1,11,5724,44,721975598.0,119,108,254,29,22.0,122,D,Minor,78,50,63,27,0,9,5,2023-01-11,0,high,fast,mid_energy,high_dance,other,6300.0,577581055.1999999,6097,20.397501899887096
505,Arctic Monkeys,1,2007,4,20,13985,25,1217120710.0,30,80,588,1,1.0,140,Unknown,Major,52,20,85,0,0,7,5,2007-04-20,16,high,fast,high_energy,mid_dance,sad_song,14710.0,973697969.0,14603,20.919753833378994
"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)","Swae Lee, A Boogie Wit da Hoodie, Metro Boomin, NAV",4,2023,6,2,1051,16,109276132.0,31,37,31,0,189.0,140,Unknown,Major,63,22,54,46,0,12,8,2023-06-02,0,low,fast,mid_energy,mid_dance,sad_song,1355.0,87421012.3,1113,18.509388566996666
Trance (with Travis Scott & Young Thug),"Travis Scott, Young Thug, Metro Boomin",3,2022,12,2,1682,46,276259178.0,24,90,30,1,176.0,119,C#,Minor,75,48,53,18,0,18,34,2022-12-02,1,mid,medium,mid_energy,high_dance,other,2049.0,221007515.2,1736,19.436850037393548
"Tere Vaaste (From ""Zara Hatke Zara Bachke"")","Sachin-Jigar, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya, Varun Jain",5,2023,5,22,182,8,54225632.0,3,88,1,0,52.0,110,G,Minor,76,96,72,32,0,9,4,2023-05-22,0,low,medium,high_energy,high_dance,party_song,334.0,43380524.6,186,17.808664288191373
Perfect,Ed Sheeran,1,2017,1,1,16596,13,2559529074.0,7,0,2094,0,0.0,95,G#,Major,60,17,45,16,0,11,2,2017-01-01,6,high,medium,mid_energy,mid_dance,sad_song,18710.0,2047624920.1,18697,21.663089123437945
Romantic Homicide,d4vd,1,2022,7,20,2335,23,681583126.0,82,55,50,0,9.0,132,F#,Major,56,20,55,45,1,32,3,2022-07-20,1,high,fast,mid_energy,mid_dance,sad_song,2554.0,545266736.6,2467,20.339928778184706
Believer,Imagine Dragons,1,2017,1,31,18986,23,2594040133.0,250,121,2969,10,31.0,125,A#,Minor,77,74,78,4,0,23,11,2017-01-31,6,high,fast,high_energy,high_dance,party_song,22390.0,2075234007.3,22205,21.67648239457911
Novo Balanï¿½,"Veigh, Bvga Beatz, Supernova Ent, Prod Malax",4,2023,5,19,283,7,81102253.0,6,9,26,1,66.0,124,D#,Minor,84,65,50,67,0,13,6,2023-05-19,0,low,fast,mid_energy,high_dance,chill_song,398.0,64881831.400000006,315,18.211221311547764
"Gol Bolinha, Gol Quadrado 2","Mc Pedrinho, DJ 900",2,2023,6,1,293,8,11956641.0,5,2,30,2,66.0,133,B,Minor,93,68,65,42,0,12,25,2023-06-01,0,low,fast,mid_energy,high_dance,other,406.0,9565342.900000002,328,16.29679749783293
Without Me,Eminem,1,2002,1,1,21081,43,1687664027.0,98,76,3889,5,0.0,112,G,Major,92,67,66,0,0,36,9,2002-01-01,21,high,medium,mid_energy,high_dance,other,25192.0,1350133334.0,25068,21.24661117776495
QUEMA,"Sog, Ryan Castro, Peso Pluma",3,2023,7,13,437,31,11599388.0,17,29,26,3,208.0,97,Unknown,Major,79,92,89,5,0,6,5,2023-07-13,0,low,medium,high_energy,high_dance,party_song,751.0,9279557.2,480,16.26646298227556
Stargirl Interlude,"The Weeknd, Lana Del Rey",2,2016,11,24,1275,32,611700552.0,13,8,5,0,1.0,90,F,Minor,59,52,48,38,5,10,11,2016-11-24,7,high,slow,mid_energy,mid_dance,other,1334.0,489360572.3,1293,20.23175342825031
Ojitos Lindos,"Bomba Estï¿½ï¿½reo, Bad B",2,2022,5,6,6135,38,1133865788.0,71,113,99,13,28.0,80,D#,Minor,65,27,69,8,0,53,4,2022-05-06,1,high,slow,mid_energy,mid_dance,sad_song,6497.0,907093247.7,6305,20.848898683395987
Somewhere Only We Know,Keane,1,2004,1,1,20015,16,1089402494.0,107,69,5239,0,558.0,172,A,Major,45,33,59,6,0,8,3,2004-01-01,19,high,fast,mid_energy,mid_dance,other,26004.0,871523998.3000001,25361,20.80889521316274
Those Eyes,New West,1,2019,5,10,1507,14,411747614.0,24,71,44,1,195.0,120,E,Major,60,24,35,73,0,31,3,2019-05-10,4,mid,medium,low_energy,mid_dance,chill_song,1856.0,329398243.3,1575,19.83592113465552
El Gordo Trae El Mando,Chino Pacas,1,2023,1,27,539,21,255932395.0,7,71,4,2,13.0,140,G,Minor,74,96,80,18,0,5,5,2023-01-27,0,mid,fast,high_energy,high_dance,party_song,657.0,204745972.0,550,19.360423889444068
Mi Bello Angel,Natanael Cano,1,2023,6,30,86,8,31873544.0,7,76,3,1,93.0,128,A,Minor,81,90,77,1,0,9,5,2023-06-30,0,low,fast,high_energy,high_dance,party_song,274.0,25498844.600000005,96,17.27728691334218
Bye,Peso Pluma,1,2023,5,26,324,14,95053634.0,13,110,8,2,60.0,122,Unknown,Major,78,70,81,57,0,10,5,2023-05-26,0,low,fast,high_energy,high_dance,party_song,531.0,76042941.00000001,345,18.36995186919745
Danza Kuduro,"Don Omar, Lucenzo",2,2010,1,1,17138,37,1279434863.0,119,81,974,1,503.0,130,Unknown,Major,47,86,92,8,0,5,24,2010-01-01,13,high,fast,high_energy,mid_dance,other,18853.0,1023549607.9000001,18231,20.969684304882595
Nosso Quadro,"Ana Castela, AgroPlay",2,2023,2,2,894,9,233801632.0,14,88,66,3,72.0,160,A,Major,69,61,71,33,0,31,20,2023-02-02,0,mid,fast,high_energy,mid_dance,other,1146.0,187041395.90000004,974,19.269983591580075
Locked Out Of Heaven,Bruno Mars,1,2012,12,5,1622,9,1481349984.0,0,0,356,0,0.0,144,F,Major,73,87,70,6,0,28,5,2012-12-05,11,high,fast,mid_energy,high_dance,party_song,1987.0,1185080150.3000002,1978,21.116219660991604
Un Finde | CROSSOVER #2,"Big One, FMK, Ke personajes",3,2023,4,4,561,14,142095275.0,4,14,12,5,56.0,192,B,Major,50,85,52,11,0,28,6,2023-04-04,0,low,fast,mid_energy,mid_dance,other,666.0,113676277.5,577,18.7720083483205
Jimmy Cooks (feat. 21 Savage),"Drake, 21 Savage",2,2022,6,17,5871,27,618885532.0,81,121,58,1,34.0,163,Unknown,Major,54,40,67,0,0,9,17,2022-06-17,1,high,fast,mid_energy,mid_dance,other,6193.0,495109015.40000004,6010,20.24343089109303
Counting Stars,OneRepublic,1,2013,1,1,29215,43,2011464183.0,179,97,3394,11,153.0,122,C#,Minor,66,48,71,6,0,12,4,2013-01-01,10,high,fast,high_energy,mid_dance,other,33092.0,1609174272.2,32788,21.422128743577897
Ghost,Justin Bieber,1,2021,3,19,5866,24,1167330737.0,107,38,95,0,0.0,154,D,Major,61,41,74,21,0,40,6,2021-03-19,2,high,fast,high_energy,mid_dance,other,6130.0,933865178.6,6068,20.877985558838517
Under The Influence,Chris Brown,1,2019,10,4,3859,26,929964809.0,133,181,3,0,0.0,117,A,Minor,73,31,69,6,0,11,4,2019-10-04,4,high,medium,mid_energy,high_dance,other,4202.0,743972235.7,3995,20.650657304685996
PRC,"Natanael Cano, Peso Pluma",2,2023,1,23,961,26,436027885.0,19,143,10,6,15.0,138,G,Minor,78,89,83,10,0,12,5,2023-01-23,0,mid,fast,high_energy,high_dance,party_song,1180.0,348822406.70000005,990,19.893216757983634
Gasolina,Daddy Yankee,1,2004,7,13,6457,18,657723613.0,98,95,453,0,454.0,96,Unknown,Major,86,74,80,33,0,8,6,2004-07-13,19,high,medium,high_energy,high_dance,party_song,7575.0,526179537.90000004,7008,20.304295361534606
One Dance,"Drake, WizKid, Kyla",3,2016,4,4,43257,24,2713922350.0,433,107,3631,0,26.0,104,C#,Major,77,36,63,1,0,36,5,2016-04-04,7,high,medium,mid_energy,high_dance,other,47478.0,2171142208.1,47321,21.72166078741185
Enchanted,Taylor Swift,1,2010,1,1,4564,16,621660989.0,24,101,113,0,40.0,164,G#,Major,45,24,62,8,0,16,3,2010-01-01,13,high,fast,mid_energy,mid_dance,sad_song,4858.0,497329249.20000005,4701,20.247905469965097
Save Your Tears,The Weeknd,1,2020,3,20,12688,13,1591223784.0,197,115,112,0,200.0,118,Unknown,Major,68,61,82,2,0,50,3,2020-03-20,3,high,medium,high_energy,mid_dance,other,13325.0,1272980297.3,12997,21.18776923323043
Sure Thing,Miguel,1,2010,5,25,13801,19,950906471.0,137,125,435,6,285.0,81,B,Minor,68,51,60,3,0,19,10,2010-05-25,13,high,slow,mid_energy,mid_dance,other,14808.0,760726558.8000001,14373,20.672926268670125
Every Breath You Take - Remastered 2003,The Police,1,1983,1,6,22439,19,1593270737.0,211,74,929,0,129.0,117,C#,Major,82,73,45,54,0,7,3,1983-01-06,40,high,medium,mid_energy,high_dance,other,23801.0,1274618835.4000003,23579,21.189054808235902
The Night We Met,Lord Huron,1,2015,2,2,18515,35,1410088830.0,70,82,939,1,162.0,174,D,Major,45,10,37,97,25,64,4,2015-02-02,8,high,fast,low_energy,mid_dance,chill_song,19804.0,1128072919.0,19524,21.066918540061245
We Found Love,"Rihanna, Calvin Harris",2,2011,1,1,36843,21,1235005533.0,321,91,4607,1,58.0,128,C#,Major,73,60,77,3,0,11,4,2011-01-01,12,high,fast,high_energy,high_dance,party_song,41942.0,988008112.8000001,41771,20.934341287987973
When I Was Your Man,Bruno Mars,1,2012,12,5,2420,11,1661187319.0,0,0,806,0,0.0,145,Unknown,Major,60,43,27,94,0,14,4,2012-12-05,11,high,fast,low_energy,mid_dance,chill_song,3237.0,1328950098.3,3226,21.23079843665538
Let Me Down Slowly,Alec Benjamin,1,2018,5,25,5897,19,1374581173.0,0,0,885,0,0.0,150,C#,Minor,65,51,55,73,0,14,3,2018-05-25,5,high,fast,mid_energy,mid_dance,other,6801.0,1099665530.0000002,6782,21.04141492093745
"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)","A$AP Rocky, Metro Boomin, Roisee",3,2023,6,2,727,16,94186466.0,17,60,28,1,44.0,90,A,Minor,60,13,53,4,0,21,4,2023-06-02,0,low,slow,mid_energy,mid_dance,sad_song,893.0,75349247.1,772,18.360787066805777
Do I Wanna Know?,Arctic Monkeys,1,2013,1,1,33783,26,1788326445.0,133,92,2733,1,26.0,85,F,Major,55,42,53,17,0,22,3,2013-01-01,10,high,slow,mid_energy,mid_dance,other,36794.0,1430664536.8999999,36649,21.30454607309539
Demons,Imagine Dragons,1,2012,1,1,26694,13,1840364617.0,65,82,3425,4,13.0,180,D#,Major,33,38,71,20,0,28,5,2012-01-01,11,high,fast,high_energy,low_dance,other,30296.0,1472294364.3000002,30184,21.33322955089234
ýýýýýýýýýýýý,YOASOBI,1,2023,4,12,356,16,143573775.0,35,102,8,1,117.0,166,C#,Major,57,84,94,11,0,37,9,2023-04-12,0,low,fast,high_energy,mid_dance,other,635.0,114859057.19999999,399,18.78235957951723
Reminder,The Weeknd,1,2016,11,25,6518,17,684675814.0,45,85,238,1,47.0,160,G#,Major,71,40,50,16,0,16,22,2016-11-25,7,high,fast,mid_energy,high_dance,other,6951.0,547741304.7,6801,20.344456021428606
Shake It Off,Taylor Swift,1,2014,1,1,21335,13,1113838873.0,328,70,1378,9,20.0,160,G,Major,65,95,80,5,0,41,16,2014-01-01,9,high,fast,high_energy,mid_dance,other,23153.0,891073233.2,23041,20.831078330647607
Why'd You Only Call Me When You're High?,Arctic Monkeys,1,2013,1,1,23389,29,1267333350.0,54,70,1089,2,1.0,92,D,Major,70,81,63,4,0,8,4,2013-01-01,10,high,medium,mid_energy,mid_dance,other,24634.0,1013869021.8,24532,20.96018080628457
SNAP,Rosa Linn,1,2022,3,19,3202,18,726307468.0,148,80,226,24,0.0,170,Unknown,Major,56,53,64,11,0,45,6,2022-03-19,1,high,fast,mid_energy,mid_dance,other,3698.0,581046296.4,3576,20.403483994152875
Shape of You,Ed Sheeran,1,2017,1,6,32181,10,3562543890.0,33,0,6808,7,0.0,96,C#,Minor,83,93,65,58,0,9,8,2017-01-06,6,high,medium,mid_energy,high_dance,other,39039.0,2850038331.1,39022,21.99374070274599
Night Changes,One Direction,1,2014,11,17,7124,18,1131090940.0,60,20,2,0,0.0,120,G#,Major,67,40,52,86,0,12,4,2014-11-17,9,high,medium,mid_energy,mid_dance,other,7224.0,904873466.1999999,7186,20.846448438451766
Fin de Semana,"Oscar Maydon, Junior H",2,2023,1,13,592,14,307370144.0,11,84,6,1,30.0,98,Unknown,Major,70,37,54,6,0,9,8,2023-01-13,0,mid,medium,mid_energy,mid_dance,other,738.0,245896175.8,609,19.543563263337255
Creep,Radiohead,1,1992,9,21,36724,7,1271293243.0,146,72,6807,5,80.0,92,G,Major,53,12,34,1,0,12,4,1992-09-21,31,high,medium,low_energy,mid_dance,sad_song,43841.0,1017038267.5000001,43677,20.96330052166097
Car's Outside,James Arthur,1,2019,10,18,794,10,265882712.0,38,25,61,0,263.0,150,A,Major,34,24,56,4,0,11,3,2019-10-18,4,mid,fast,mid_energy,low_dance,sad_song,1191.0,212706250.00000003,893,19.398565840936957
Apocalypse,Cigarettes After Sex,1,2017,3,21,13091,17,841749534.0,61,96,790,2,116.0,94,F,Major,37,17,47,2,46,11,3,2017-03-21,6,high,medium,mid_energy,low_dance,sad_song,14173.0,673400938.0000001,13942,20.55099306358475
Cheques,Shubh,1,2023,5,19,67,8,47956378.0,7,10,0,0,57.0,90,E,Minor,74,36,63,26,0,27,5,2023-05-19,0,low,slow,mid_energy,high_dance,other,149.0,38365109.9,74,17.685802384856274
Pink + White,Frank Ocean,1,2016,8,20,21574,30,806397070.0,112,68,266,1,39.0,160,A,Major,54,54,55,67,0,42,11,2016-08-20,7,high,fast,mid_energy,mid_dance,other,22090.0,645119816.4,21952,20.508086823082323
Circles,Post Malone,1,2019,8,30,19664,16,2132335812.0,391,73,633,3,37.0,120,Unknown,Major,70,59,75,24,0,9,4,2019-08-30,4,high,medium,high_energy,mid_dance,party_song,20817.0,1705870617.6000001,20688,21.48048384163448
Just The Way You Are,Bruno Mars,1,2010,1,1,21106,13,1641426668.0,82,0,2946,0,0.0,109,F,Major,63,46,85,1,0,9,5,2010-01-01,13,high,medium,high_energy,mid_dance,other,24147.0,1313143446.3,24134,21.21883162074326
Take Me To Church,Hozier,1,2013,9,13,23804,31,2135158446.0,187,99,4623,1,0.0,129,E,Minor,57,41,66,63,0,12,5,2013-09-13,10,high,fast,mid_energy,mid_dance,other,28745.0,1708129140.3000002,28614,21.481806694924796
Bebe Dame,"Fuerza Regida, Grupo Frontera",2,2022,12,16,849,22,367316268.0,27,129,21,7,111.0,157,G,Major,54,75,60,30,0,7,5,2022-12-16,1,mid,fast,mid_energy,mid_dance,other,1166.0,293853101.5,897,19.721733803302026
You Belong With Me (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,1,2021,4,9,2619,12,350381515.0,47,90,1,0,7.0,130,F#,Major,63,49,73,5,0,9,3,2021-04-09,2,mid,fast,high_energy,mid_dance,other,2776.0,280305475.09999996,2667,19.674533164493567
Titi Me Preguntï¿,Bad Bunny,1,2022,5,6,9037,42,1264310836.0,124,133,139,14,166.0,107,F,Minor,65,19,72,10,0,13,25,2022-05-06,1,high,medium,high_energy,mid_dance,sad_song,9655.0,1011449576.7000002,9300,20.957793017786955
Better Than Revenge (Taylor's Version),Taylor Swift,1,2023,7,7,86,11,30343206.0,3,33,3,0,1.0,146,B,Minor,50,67,89,0,0,19,8,2023-07-07,0,low,fast,high_energy,mid_dance,other,137.0,24274574.500000004,92,17.2280832283421
Shut up My Moms Calling,Hotel Ugly,1,2020,2,10,1788,14,405136812.0,1,50,19,0,19.0,139,A,Minor,48,37,41,32,0,10,10,2020-02-10,3,mid,fast,mid_energy,mid_dance,other,1891.0,324109629.8,1808,19.819735377902447
Have You Ever Seen The Rain?,Creedence Clearwater Revival,1,1968,7,1,15890,14,1145727611.0,71,37,653,0,167.0,116,Unknown,Major,74,76,70,7,0,13,3,1968-07-01,55,high,medium,mid_energy,high_dance,party_song,16832.0,916583679.2,16614,20.859305741123322
Es un Secreto,Plan B,1,2010,7,20,492,36,540654286.0,4,3,19,0,0.0,95,F#,Minor,84,52,77,12,0,7,4,2010-07-20,13,high,medium,high_energy,high_dance,party_song,554.0,432523481.6,515,20.108290606668692
POLARIS - Remix,"Feid, Mora, Saiko, Quevedo",4,2023,6,8,773,33,57312735.0,20,46,21,8,99.0,170,G#,Minor,62,55,80,15,0,37,7,2023-06-08,0,low,fast,high_energy,mid_dance,other,1000.0,45850268.599999994,814,17.864033425747834
Ditto,NewJeans,1,2022,12,19,1154,22,397582059.0,28,125,11,1,51.0,134,F#,Minor,81,18,64,3,0,10,11,2022-12-19,1,mid,fast,mid_energy,high_dance,sad_song,1392.0,318065764.79999995,1193,19.800911911004377
Take On Me,a-ha,1,1984,10,19,44927,17,1479115056.0,34,0,5108,6,0.0,84,F#,Minor,57,86,90,2,0,9,5,1984-10-19,39,high,slow,high_energy,mid_dance,other,50092.0,1183296539.2,50069,21.114709811428874
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)","Swae Lee, Lil Wayne, Offset, Metro Boomin",4,2023,6,2,551,4,86773632.0,13,46,20,1,10.0,146,B,Minor,61,20,48,21,0,12,6,2023-06-02,0,low,fast,mid_energy,mid_dance,sad_song,645.0,69418961.10000001,584,18.278813366202847
"Angel Pt 1 (feat. Jimin of BTS, JVKE & Muni Long)","Kodak Black, NLE Choppa, Muni Long, JVKE, Jimin",5,2023,5,1,577,14,133753727.0,22,18,15,1,0.0,74,A#,Minor,53,24,67,11,0,10,28,2023-05-01,0,low,slow,mid_energy,mid_dance,sad_song,647.0,107003040.70000002,614,18.711510816249145
Acrï¿½ï¿½s,Shakira,1,2023,5,11,955,29,123124076.0,37,50,79,11,31.0,144,B,Major,75,35,48,84,0,10,12,2023-05-11,0,low,fast,mid_energy,high_dance,chill_song,1192.0,98499359.20000002,1071,18.62870316098173
AMG,"Natanael Cano, Gabito Ballesteros, Peso Pluma",3,2022,11,24,995,19,463564958.0,12,117,9,5,3.0,136,B,Minor,77,79,73,15,0,27,10,2022-11-24,1,mid,fast,high_energy,high_dance,party_song,1160.0,370852067.8,1016,19.954457082017562
"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")","Arijit Singh, Sachin-Jigar, Amitabha Bhattacharya",3,2023,5,15,178,6,64533040.0,6,71,1,0,31.0,100,E,Major,56,53,55,53,0,12,4,2023-05-15,0,low,medium,mid_energy,mid_dance,other,293.0,51626450.4,185,17.982687914169702
